comm_id;parliament_id;comm_name;comm_maintype;comm_subtype;comm_maintype_abb;comm_subtype_abb;seats;comm_start;comm_end
CH_NT-NR_1999__CO|GPK;CH_NT-NR_1999;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EDA/VBS;CH_NT-NR_1999;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EDI/UVEK;CH_NT-NR_1999;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|GPK--SC|EFD/WBF;CH_NT-NR_1999;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|KVF;CH_NT-NR_1999;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|RF;CH_NT-NR_1999;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SGK;CH_NT-NR_1999;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SiK;CH_NT-NR_1999;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|SPK;CH_NT-NR_1999;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|UREK;CH_NT-NR_1999;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|WAK;CH_NT-NR_1999;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;06dec1999;01dec2003
CH_NT-NR_1999__CO|WBK;CH_NT-NR_1999;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;06dec1999;01dec2003
CH_NT-NR_2003__CH_NT-SR_2003__CO|BeK;"CH_NT-NR_2003;CH_NT-SR_2003";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|GK;"CH_NT-NR_2003;CH_NT-SR_2003";Gerichtskommission;CO;NA;GK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|RedK;"CH_NT-NR_2003;CH_NT-SR_2003";Redaktionskommission;CO;NA;RedK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__CO|RedK--SC|F;"CH_NT-NR_2003;CH_NT-SR_2003";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|APF;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|EFTA/EU;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|ERD;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation beim Europarat;DL;NA;ERD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|FinDel;"CH_NT-NR_2003;CH_NT-SR_2003";Finanzdelegation;DL;NA;FinDel;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|GPDel;"CH_NT-NR_2003;CH_NT-SR_2003";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|IPU;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|NAD;"CH_NT-NR_2003;CH_NT-SR_2003";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|PV-NATO;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|PV-OSZE;"CH_NT-NR_2003;CH_NT-SR_2003";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CH_NT-SR_2003__DL|VwD;"CH_NT-NR_2003;CH_NT-SR_2003";Verwaltungsdelegation;DL;NA;VwD;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|APK;CH_NT-NR_2003;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|Bue;CH_NT-NR_2003;Büro NR;CO;NA;Bue;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|FK;CH_NT-NR_2003;Finanzkommission NR;CO;NA;FK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK;CH_NT-NR_2003;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EDA/VBS;CH_NT-NR_2003;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EDI/UVEK;CH_NT-NR_2003;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|GPK--SC|EFD/WBF;CH_NT-NR_2003;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|KVF;CH_NT-NR_2003;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|RF;CH_NT-NR_2003;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SGK;CH_NT-NR_2003;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SiK;CH_NT-NR_2003;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|SPK;CH_NT-NR_2003;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|UREK;CH_NT-NR_2003;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|WAK;CH_NT-NR_2003;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2003__CO|WBK;CH_NT-NR_2003;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;02dec2003;02dec2007
CH_NT-NR_2007__CH_NT-SR_2007__CO|BeK;"CH_NT-NR_2007;CH_NT-SR_2007";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|GK;"CH_NT-NR_2007;CH_NT-SR_2007";Gerichtskommission;CO;NA;GK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission;CO;NA;RedK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|D;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die deutsche Sprache;CO;SC;RedK;D;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|F;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__CO|RedK--SC|I;"CH_NT-NR_2007;CH_NT-SR_2007";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|APF;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-A;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Österreichischen Parlament;DL;NA;Del-A;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-D;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Deutschen Bundestag;DL;NA;Del-D;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-F;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Französischen Parlament;DL;NA;Del-F;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-FL;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein;DL;NA;Del-FL;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|Del-I;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation für die Beziehungen zum Italienischen Parlament;DL;NA;Del-I;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|EFTA/EU;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|ERD;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation beim Europarat;DL;NA;ERD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|FinDel;"CH_NT-NR_2007;CH_NT-SR_2007";Finanzdelegation;DL;NA;FinDel;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|GPDel;"CH_NT-NR_2007;CH_NT-SR_2007";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|IPU;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|NAD;"CH_NT-NR_2007;CH_NT-SR_2007";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|PV-NATO;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|PV-OSZE;"CH_NT-NR_2007;CH_NT-SR_2007";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CH_NT-SR_2007__DL|VwD;"CH_NT-NR_2007;CH_NT-SR_2007";Verwaltungsdelegation;DL;NA;VwD;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|APK;CH_NT-NR_2007;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|Bue;CH_NT-NR_2007;Büro NR;CO;NA;Bue;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|FK;CH_NT-NR_2007;Finanzkommission NR;CO;NA;FK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK;CH_NT-NR_2007;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EDA/VBS;CH_NT-NR_2007;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EDI/UVEK;CH_NT-NR_2007;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EFD/WBF;CH_NT-NR_2007;Geschäftsprüfungskommission/EFD/EVDNR;CO;SC;GPK;EFD/WBF;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|EJPD/BK;CH_NT-NR_2007;Geschäftsprüfungskommission/EJPD/BKNR;CO;SC;GPK;EJPD/BK;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|Gerichte;CH_NT-NR_2007;Geschäftsprüfungskommission/GerichteNR;CO;SC;GPK;Gerichte;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|GPK--SC|Gerichte/BA;CH_NT-NR_2007;Geschäftsprüfungskommission/Subkommission Gerichte/BANR;CO;SC;GPK;Gerichte/BA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|KVF;CH_NT-NR_2007;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|RF;CH_NT-NR_2007;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SGK;CH_NT-NR_2007;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SiK;CH_NT-NR_2007;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|SPK;CH_NT-NR_2007;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|UREK;CH_NT-NR_2007;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|WAK;CH_NT-NR_2007;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2007__CO|WBK;CH_NT-NR_2007;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;03dec2007;05dec2011
CH_NT-NR_2011__CH_NT-SR_2011__CO|BeK;"CH_NT-NR_2011;CH_NT-SR_2011";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|GK;"CH_NT-NR_2011;CH_NT-SR_2011";Gerichtskommission;CO;NA;GK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|GPK--SC|AgrRisikorep;"CH_NT-NR_2011;CH_NT-SR_2011";Arbeitsgruppe Risikoreporting Bundesrat der Geschäftsprüfungskommissionen;CO;SC;GPK;AgrRisikorep;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|RedK;"CH_NT-NR_2011;CH_NT-SR_2011";Redaktionskommission;CO;NA;RedK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|RedK--SC|D;"CH_NT-NR_2011;CH_NT-SR_2011";Redaktionskommission für die deutsche Sprache;CO;SC;RedK;D;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|RedK--SC|F;"CH_NT-NR_2011;CH_NT-SR_2011";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__CO|RedK--SC|I;"CH_NT-NR_2011;CH_NT-SR_2011";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|APF;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|Del-A;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation für die Beziehungen zum Österreichischen Parlament;DL;NA;Del-A;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|Del-D;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation für die Beziehungen zum Deutschen Bundestag;DL;NA;Del-D;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|Del-F;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation für die Beziehungen zum Französischen Parlament;DL;NA;Del-F;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|Del-FL;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein;DL;NA;Del-FL;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|Del-I;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation für die Beziehungen zum Italienischen Parlament;DL;NA;Del-I;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|EFTA/EU;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|ERD;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation beim Europarat;DL;NA;ERD;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|FinDel;"CH_NT-NR_2011;CH_NT-SR_2011";Finanzdelegation;DL;NA;FinDel;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|GPDel;"CH_NT-NR_2011;CH_NT-SR_2011";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|IPU;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|NAD;"CH_NT-NR_2011;CH_NT-SR_2011";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|PV-NATO;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|PV-OSZE;"CH_NT-NR_2011;CH_NT-SR_2011";Delegation bei der parlamentarischen Versammlung der OSZE;DL;NA;PV-OSZE;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CH_NT-SR_2011__DL|VwD;"CH_NT-NR_2011;CH_NT-SR_2011";Verwaltungsdelegation;DL;NA;VwD;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|APK;CH_NT-NR_2011;Aussenpolitische Kommission NR;CO;NA;APK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|Bue;CH_NT-NR_2011;Büro NR;CO;NA;Bue;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|FK;CH_NT-NR_2011;Finanzkommission NR;CO;NA;FK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|FK--SC|B+G/EFD/EAV;CH_NT-NR_2011;Finanzkommission-NR Subko 1 (B+G/EFD/EAV);CO;SC;FK;B+G/EFD/EAV;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|FK--SC|EDA/WBF;CH_NT-NR_2011;Finanzkommission-NR Subko 2 (EDA/WBF);CO;SC;FK;EDA/WBF;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|FK--SC|EDI/VBS;CH_NT-NR_2011;Finanzkommission-NR Subko 3 (EDI/VBS);CO;SC;FK;EDI/VBS;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|FK--SC|EJPD/UVEK;CH_NT-NR_2011;Finanzkommission-NR Subko 4 (EJPD/UVEK);CO;SC;FK;EJPD/UVEK;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK;CH_NT-NR_2011;Geschäftsprüfungskommission NR;CO;NA;GPK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK--SC|EDA/VBS;CH_NT-NR_2011;Geschäftsprüfungskommission/EDA/VBSNR;CO;SC;GPK;EDA/VBS;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK--SC|EDI/UVEK;CH_NT-NR_2011;Geschäftsprüfungskommission/EDI/UVEKNR;CO;SC;GPK;EDI/UVEK;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK--SC|EFD/WBF;CH_NT-NR_2011;Geschäftsprüfungskommission-NR EFD/WBF;CO;SC;GPK;EFD/WBF;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK--SC|EJPD/BK;CH_NT-NR_2011;Geschäftsprüfungskommission/EJPD/BKNR;CO;SC;GPK;EJPD/BK;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|GPK--SC|Gerichte/BA;CH_NT-NR_2011;Geschäftsprüfungskommission/Subkommission Gerichte/BANR;CO;SC;GPK;Gerichte/BA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|IK;CH_NT-NR_2011;Immunitätskommission NR;CO;NA;IK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|KVF;CH_NT-NR_2011;Kommission für Verkehr und Fernmeldewesen NR;CO;NA;KVF;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|RF;CH_NT-NR_2011;Kommission für Rechtsfragen NR;CO;NA;RF;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|SGK;CH_NT-NR_2011;Kommission für soziale Sicherheit und Gesundheit NR;CO;NA;SGK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|SiK;CH_NT-NR_2011;Sicherheitspolitische Kommission NR;CO;NA;SiK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|SPK;CH_NT-NR_2011;Staatspolitische Kommission NR;CO;NA;SPK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|UREK;CH_NT-NR_2011;Kommission für Umwelt, Raumplanung und Energie NR;CO;NA;UREK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|WAK;CH_NT-NR_2011;Kommission für Wirtschaft und Abgaben NR;CO;NA;WAK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2011__CO|WBK;CH_NT-NR_2011;Kommission für Wissenschaft, Bildung und Kultur NR;CO;NA;WBK;NA;NA;05dec2011;29nov2015
CH_NT-NR_2015__CH_NT-SR_2015__CO|BeK;"CH_NT-NR_2015;CH_NT-SR_2015";Begnadigungskommission (BeK) ;CO;NA;BeK;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|GK;"CH_NT-NR_2015;CH_NT-SR_2015";Gerichtskommission;CO;NA;GK;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|GPK--SC|AgrRisikorep;"CH_NT-NR_2015;CH_NT-SR_2015";Arbeitsgruppe Risikoreporting Bundesrat der Geschäftsprüfungskommissionen;CO;SC;GPK;AgrRisikorep;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|RedK;"CH_NT-NR_2015;CH_NT-SR_2015";Redaktionskommission;CO;NA;RedK;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|RedK--SC|D;"CH_NT-NR_2015;CH_NT-SR_2015";Redaktionskommission für die deutsche Sprache;CO;SC;RedK;D;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|RedK--SC|F;"CH_NT-NR_2015;CH_NT-SR_2015";Redaktionskommission für die französische Sprache;CO;SC;RedK;F;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__CO|RedK--SC|I;"CH_NT-NR_2015;CH_NT-SR_2015";Redaktionskommission für die italienische Sprache;CO;SC;RedK;I;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|APF;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation bei der parlamentarischen Versammlung der Frankophonie;DL;NA;APF;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|Del-A;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation für die Beziehungen zum Österreichischen Parlament;DL;NA;Del-A;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|Del-D;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation für die Beziehungen zum Deutschen Bundestag;DL;NA;Del-D;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|Del-F;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation für die Beziehungen zum Französischen Parlament;DL;NA;Del-F;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|Del-FL;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation für die Beziehungen zum Landtag des Fürstentums Liechtenstein;DL;NA;Del-FL;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|Del-I;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation für die Beziehungen zum Italienischen Parlament;DL;NA;Del-I;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|EFTA/EU;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation EFTA / Europäisches Parlament;DL;NA;EFTA/EU;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|ERD;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation beim Europarat;DL;NA;ERD;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|FinDel;"CH_NT-NR_2015;CH_NT-SR_2015";Finanzdelegation;DL;NA;FinDel;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|GPDel;"CH_NT-NR_2015;CH_NT-SR_2015";Geschäftsprüfungsdelegation;DL;NA;GPDel;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|IPU;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation bei der Interparlamentarischen Union;DL;NA;IPU;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|NAD;"CH_NT-NR_2015;CH_NT-SR_2015";Neat-Aufsichtsdelegation;DL;NA;NAD;NA;NA;30nov2015;31dec2100
CH_NT-NR_2015__CH_NT-SR_2015__DL|PV-NATO;"CH_NT-NR_2015;CH_NT-SR_2015";Delegation bei der parlamentarischen Versammlung des nordatlantischen Verteidigungsbündnisses (NATO);DL;NA;PV-NATO;NA;NA;30nov2015;31dec2100
